id,pred
801,97399.60885852281
802,116271.35957946142
803,198320.13541673496
804,137260.62708455854
805,87320.44117733228
806,125525.40386438099
807,79703.44827449715
808,86854.77732549157
809,71284.13292288195
810,121172.04319685436
811,113112.04932330706
812,92475.63427808383
813,161222.42767546
814,95813.46764471818
815,120880.47264044575
816,115471.61423373342
817,141260.71646352753
818,91995.83482139622
819,188415.60363460187
820,136701.7282916429
821,213539.90814235178
822,112363.27388101793
823,92729.31657662557
824,144201.8462560014
825,100643.8760157713
826,100127.07002197823
827,67793.79666088917
828,107474.65471730672
829,108341.2594346457
830,124223.86464913707
831,196995.4088586325
832,57880.45841417881
833,82203.25677721851
834,104298.69108048343
835,123113.95849676168
836,118119.668964907
837,137850.5535628039
838,128412.22709263838
839,114495.37237430323
840,115779.40125528653
841,125227.52203545009
842,128091.41041944269
843,109020.83900763735
844,142507.84298769588
845,108390.16247377195
846,148620.37157798704
847,92751.81513541727
848,88783.055162985693
849,96277.65992063709
850,176010.21619251076
851,158865.4493231594
852,110024.9315179959
853,137430.5078347663
854,172538.55821695208
855,77929.07375046081
856,136214.3384740681
857,139955.41505861655
858,95875.67908349645
859,90105.72378125158
860,135470.3571476529
861,99258.20288541238
862,149075.948367763
863,114482.71065741789
864,171389.24301202985
865,117086.86819426925
866,178858.04657831928
867,123901.43365629244
868,91185.2499987759
869,120582.62299320765
870,175317.84160056297
871,106417.22619801227
872,218505.1338924588
873,224190.48063363237
874,96111.99725657306
875,94768.53301322513
876,190752.1107702495
877,93846.78842590432
878,115857.77110860165
879,171132.00526094396
880,89811.27293899236
881,149639.8260291005
882,99682.462617321
883,100009.58866158823
884,64075.52325524308
885,173205.5256974243
886,116289.6268718686
887,110730.69483200315
888,129135.98695496659
889,162683.9300390327
890,131859.94439320941
891,93962.49478725597
892,185423.58991181967
893,140383.5732796286
894,114695.08235213981
895,98275.36952754454
896,88369.80479120073
897,85288.31812288932
898,100290.53385732858
899,146207.59754486027
900,103423.48125155689
901,137772.57410428935
902,152179.982707643
903,223239.47048356791
904,119721.48438681167
905,177981.48067246846
906,93282.44078517056
907,88603.26491104468
908,114097.07982301246
909,138886.6807466431
910,115784.41333410091
911,158111.69430039218
912,68611.21259085729
913,147986.61124186974
914,156220.93802835286
915,82137.49473654845
916,133692.24767881754
917,116386.83946010185
918,89759.62999787368
919,113493.61074895208
920,152898.28455612255
921,274398.49135249766
922,102327.55927166162
923,110636.35227670363
924,202280.97838856053
925,161055.1617642002
926,101298.99641832535
927,81346.4776764065
928,92139.90228326546
929,93921.6326750436
930,197067.18028224667
931,148127.38003017358
932,90849.91821771592
933,126226.09425700147
934,120021.03103321494
935,116378.52757235453
936,137734.12754756823
937,88560.85655742759
938,79872.76340519794
939,98540.42350821261
940,97721.23133793037
941,63265.74431900894
942,120781.93452190683
943,99936.97079331992
944,148023.08650764253
945,107731.378259424
946,69662.92843245243
947,235812.44191682313
948,114948.0432598663
949,198550.3892786646
950,98761.27340939787
951,141385.1681618243
952,97596.88761811692
953,149046.26566073712
954,77004.21730058934
955,175489.98258242116
956,186494.6554991246
957,119697.58956204023
958,129525.0188502656
959,79234.82917991461
960,113267.88091867353
961,85740.3702861474
962,107102.66385166132
963,203145.65147785837
964,205862.79573876312
965,59558.980547408675
966,111900.91673959693
967,92769.77570739388
968,96775.9527064049
969,148131.88841132296
970,96355.91684720412
971,139792.66187259022
972,116164.60789688502
973,232051.48623653295
974,91273.32197828777
975,156145.5360908744
976,105823.90105058701
977,114255.39283307292
978,136044.22850889317
979,133725.14420856815
980,88913.50830738735
981,181862.68409310983
982,113776.91124130791
983,169602.66896369623
984,129949.54848151951
985,92615.58540790225
986,134299.36020025914
987,143286.29523123696
988,144287.72477803053
989,103673.98043527646
990,129726.70718912379
991,138935.2129101148
992,94632.43092720438
993,281721.6828453008
994,132519.37810325576
995,198747.3848707936
996,204452.89451647992
997,111648.42206581577
998,129208.0056676832
999,86414.89203717958
1000,96558.64683393558
1001,112996.72342986439
1002,163095.95094348805
1003,184965.87068228394
1004,174171.89318270504
1005,231101.72403859766
1006,93952.138871600735
1007,153779.93214454647
1008,90925.72373151325
1009,108086.82564666349
1010,83305.92728970613
1011,103511.10311715398
1012,127658.48824335379
1013,165607.6658960838
1014,112551.87728361948
1015,113104.26910040987
1016,141199.00042097416
1017,136987.55797989026
1018,93694.3197576116
1019,135119.14428896108
1020,164556.75814024184
1021,68645.41210500081
1022,80073.1155178977
1023,113452.36205208267
1024,173135.9983039071
1025,105211.81820924452
1026,62502.36250804935
1027,102425.49929382419
1028,82105.41144929692
1029,117785.27537268848
1030,108580.85956695821
1031,128891.68125051749
1032,89594.47522913097
1033,118746.88367271522
1034,72697.97726898815
1035,83961.52242887404
1036,86736.65601116006
1037,92320.20868351363
1038,84487.01365793197
1039,109978.59224376181
1040,118693.63134028862
1041,106992.57868152205
1042,87950.00537651894
1043,92770.42367398582
1044,102242.68748651486
1045,156411.28530150215
1046,140051.1288135423
1047,114016.3634116454
1048,64909.04052412277
1049,116256.75642660505
1050,114485.90215001802
1051,109481.2078049446
1052,86105.49881428908
1053,76584.32174578327
1054,143060.1032067362
1055,170623.56010569131
1056,99161.7619673197
1057,105346.31878429567
1058,116303.31176393107
1059,184368.07499807526
1060,100274.65450918913
1061,171316.00124141754
1062,134063.63622028276
1063,185797.6744300734
1064,237100.2127102663
1065,92182.08126519615
1066,91680.4483962162
1067,165467.39274338467
1068,136724.88142708113
1069,102253.98707383784
1070,97801.09021502017
1071,86562.03462351055
1072,116208.81775354798
1073,135484.650401405
1074,143250.1194668234
1075,100906.15842100332
1076,236637.0212825849
1077,99877.06210411637
1078,118101.83811294683
1079,83792.24276623764
1080,106455.22803238346
1081,171896.2344356964
1082,110925.5233053267
1083,103585.74578134029
1084,135723.98866582016
1085,152694.20509332253
1086,140586.35853523272
1087,84547.50428503321
1088,104078.37747092807
1089,98949.17085664731
1090,219966.87122008897
1091,158235.0907279172
1092,95100.01169329247
1093,90683.15394773782
1094,103630.74968107784
1095,114592.86205899267
1096,66828.28544929944
1097,203024.31448420323
1098,170120.937931528
1099,82581.8625432821
1100,105069.16700747155
1101,160153.50907581887
1102,99780.6073674626
1103,147906.04417853703
1104,97227.40715400327
1105,112395.68298635518
1106,130186.03345069638
1107,174535.3861513135
1108,167777.64509286982
1109,130194.94518992322
1110,151153.98967880133
1111,96793.19739256392
1112,137320.6287733878
1113,230645.77571520064
1114,183305.7536401351
1115,126113.11155206268
1116,98863.14736350614
1117,130953.19577100006
1118,230765.21829615562
1119,107868.29970286787
1120,149176.34199770616
1121,195318.76560650062
1122,144369.7570572298
1123,145108.62322161242
1124,190785.14515191957
1125,136539.99314689613
1126,127442.36369707837
